"Razao Social (Registro ANS)";"Cobertura";"Porte";"Classificacao no Mes";"Classificacao no Mes Anterior";"Dez/20";"Nov/20";"Out/20";"Set/20";"Ago/20";"Jul/20";"Jun/20";"Mai/20";"Abr/20";"Mar/20";"Fev/20";"Jan/20";"Competencia";"Data de atualizacao"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855)";"Médico Hospitalar";"Pequeno";"206";"174";"0.00";"   0.59";"   0.59";"   0.59";"   0.59";"   0.59";"   0.59";"0.00";"0.00";"0.00";"   0.59";"   0.59";"202003";"15/01/2021 07:40:34"
"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270)";"Médico Hospitalar";"Pequeno";"206";"135";"0.00";"   1.13";"   1.13";"   1.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765)";"Médico Hospitalar";"Pequeno";"206";"63";"0.00";"   4.85";"   4.97";"   2.54";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CEAM BRASIL - PLANOS DE SAÚDE LTDA (311472)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"   4.55";"   9.26";"   9.22";"   4.58";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.96";"   1.95";"   1.95";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP (409286)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED STA RITA. STA ROSA E SÃO SIMÃO COOP. TRAB. MÉDICO (402834)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   2.34";"   2.34";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM (388092)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO (418820)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO (337498)";"Médico Hospitalar";"Pequeno";"206";"129";"0.00";"   1.34";"   2.71";"   5.50";"   6.17";"   4.11";"   2.05";"   1.36";"   0.68";"0.00";"   2.70";"   2.70";"202003";"15/01/2021 07:40:34"
"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"   1.08";"   2.16";"   2.69";"   1.61";"   0.53";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"GKN DO BRASIL LTDA (416819)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO (309524)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.40";"   1.39";"   1.39";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180)";"Médico Hospitalar";"Pequeno";"206";"165";"0.00";"   0.70";"   1.42";"   2.16";"   1.47";"   0.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"AMHE MED ASSISTENCIA A SAUDE LTDA - EPP (421731)";"Médico Hospitalar";"Pequeno";"206";"47";"0.00";"   7.58";"   8.21";"   8.99";"  10.62";"  12.49";"  14.99";"0.00";"0.00";"0.00";"0.00";"";"202003";"15/01/2021 07:40:34"
"RIO DOCE SAÚDE (421359)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"   2.79";"   2.77";"   2.74";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"EXTREMAMEDIC PLANOS DE SAÚDE LTDA (411868)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU (406945)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASTRA S/A INDUSTRIA E COMERCIO (358410)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA (409405)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO PLAME DE SAÚDE (419974)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"206";"125";"0.00";"   1.40";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.44";"   1.44";"202003";"15/01/2021 07:40:34"
"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA. (359033)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375)";"Médico Hospitalar";"Pequeno";"206";"105";"0.00";"   2.06";"   4.12";"   4.13";"   2.07";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"   0.97";"   0.99";"   2.00";"   1.00";"   1.01";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"PRONTOMED NOVO HAMBURGO LTDA. (302490)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU (414026)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI  (308811)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.20";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS) (414212)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIAO DE CLINICAS RIO GRANDE LTDA (361852)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"   0.75";"   0.75";"   0.74";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.70";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406937)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"HOSPITAL S.P. LTDA. (363189)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CENTRO CLINICO NH LTDA. (304212)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA. (327638)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"   0.52";"   1.04";"   1.05";"   0.52";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"SAO PAULO TRANSPORTE S.A. (381799)";"Médico Hospitalar";"Pequeno";"206";"";"0.00";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"206";"65";"0.00";"   4.72";"   4.82";"   7.38";"   5.01";"   2.51";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406813)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (350648)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   2.10";"202003";"15/01/2021 07:40:34"
"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251)";"Médico Hospitalar";"Pequeno";"206";"158";"0.00";"   0.88";"   0.89";"   0.89";"   0.89";"   0.89";"   1.78";"   0.89";"   0.90";"0.00";"   1.80";"   1.81";"202003";"15/01/2021 07:40:34"
"CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340)";"Médico Hospitalar";"Pequeno";"176";"157";"   1.00";"   0.95";"   1.91";"   2.88";"   1.93";"   0.98";"0.00";"   1.01";"   1.00";"   1.00";"   1.01";"   2.01";"202003";"15/01/2021 07:40:34"
"UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO (354619)";"Médico Hospitalar";"Pequeno";"177";"182";"   1.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.00";"   1.00";"   1.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"178";"111";"   1.00";"   1.93";"   0.97";"   1.95";"   2.94";"   2.95";"   0.99";"   0.99";"   0.99";"   1.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"179";"153";"   0.99";"   1.01";"   1.02";"   2.04";"   2.05";"   4.11";"   3.05";"   2.01";"0.00";"   0.99";"   1.97";"   2.95";"202003";"15/01/2021 07:40:34"
"UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO (365530)";"Médico Hospitalar";"Pequeno";"180";"182";"   0.99";"0.00";"0.00";"0.00";"0.00";"   0.99";"   0.99";"   0.98";"0.00";"   0.99";"   0.99";"   0.99";"202003";"15/01/2021 07:40:34"
"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975)";"Médico Hospitalar";"Pequeno";"181";"156";"   0.94";"   0.97";"   0.97";"   1.94";"   1.94";"   2.91";"   0.96";"   1.90";"   0.94";"   0.94";"   0.94";"   0.93";"202003";"15/01/2021 07:40:34"
"SISTEMA TOTAL DE SAÚDE LTDA. (402001)";"Médico Hospitalar";"Pequeno";"182";"87";"   0.94";"   2.96";"   2.98";"   3.99";"   0.99";"   0.98";"   0.97";"   0.95";"   0.94";"   0.94";"   0.93";"   0.92";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI (420786)";"Médico Hospitalar";"Pequeno";"183";"182";"   0.86";"0.00";"   1.64";"   4.91";"   5.72";"   4.07";"   4.86";"   4.35";"   4.32";"   0.86";"   1.58";"   1.58";"202003";"15/01/2021 07:40:34"
"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684)";"Médico Hospitalar";"Pequeno";"184";"182";"   0.85";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.85";"   0.85";"   0.85";"0.00";"   0.85";"202003";"15/01/2021 07:40:34"
"PLAMER PLANO MEDICO RESENDE LTDA (324299)";"Médico Hospitalar";"Pequeno";"185";"182";"   0.85";"0.00";"   0.93";"   1.85";"   1.84";"   0.90";"0.00";"0.00";"0.00";"   0.85";"   0.83";"   0.82";"202003";"15/01/2021 07:40:34"
"UNIMED COSTA VERDE RJ (311146)";"Médico Hospitalar";"Pequeno";"186";"72";"   0.85";"   4.19";"   4.21";"   0.85";"   0.85";"0.00";"0.00";"   0.85";"   0.85";"   0.85";"   2.54";"   2.55";"202003";"15/01/2021 07:40:34"
"UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO  (354627)";"Médico Hospitalar";"Pequeno";"187";"182";"   0.83";"0.00";"0.00";"   0.83";"   0.83";"   0.83";"0.00";"0.00";"   0.83";"   0.83";"   1.66";"   0.83";"202003";"15/01/2021 07:40:34"
"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346)";"Médico Hospitalar";"Pequeno";"188";"83";"   0.79";"   3.34";"   2.50";"   3.34";"   1.66";"   2.49";"   1.65";"   1.64";"   0.81";"   0.79";"   0.77";"   0.76";"202003";"15/01/2021 07:40:34"
"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060)";"Médico Hospitalar";"Pequeno";"189";"108";"   0.73";"   2.03";"   2.02";"   2.00";"   1.34";"   1.34";"   0.68";"   0.69";"   0.71";"   0.73";"0.00";"   0.74";"202003";"15/01/2021 07:40:34"
"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942)";"Médico Hospitalar";"Pequeno";"190";"182";"   0.73";"0.00";"0.00";"0.00";"0.00";"   0.74";"   0.74";"   0.74";"   0.73";"   0.73";"   0.73";"0.00";"202003";"15/01/2021 07:40:34"
"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355)";"Médico Hospitalar";"Pequeno";"191";"182";"   0.73";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.72";"   0.72";"   0.73";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO (304123)";"Médico Hospitalar";"Pequeno";"192";"182";"   0.67";"0.00";"0.00";"   1.40";"   1.39";"   1.38";"   1.37";"   1.36";"   1.35";"   0.67";"   0.67";"   0.66";"202003";"15/01/2021 07:40:34"
"ARCELORMITTAL BRASIL S/A (416070)";"Médico Hospitalar";"Pequeno";"193";"182";"   0.67";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.67";"   0.67";"   0.67";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO SÃO LUIZ SAÚDE (421006)";"Médico Hospitalar";"Pequeno";"194";"170";"   0.63";"   0.64";"   0.64";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.63";"   0.62";"   0.62";"202003";"15/01/2021 07:40:34"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"195";"173";"   0.61";"   0.61";"   0.61";"   0.61";"0.00";"   0.62";"   1.24";"   1.86";"   1.23";"   0.61";"0.00";"   1.22";"202003";"15/01/2021 07:40:34"
"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA (303178)";"Médico Hospitalar";"Pequeno";"196";"70";"   0.61";"   4.37";"   3.75";"   1.25";"   0.62";"   0.62";"   1.24";"   1.23";"   1.23";"   0.61";"   0.61";"   1.23";"202003";"15/01/2021 07:40:34"
"UNIMED VALE DAS ANTAS. RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (335541)";"Médico Hospitalar";"Pequeno";"197";"182";"   0.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.60";"   0.60";"   0.60";"202003";"15/01/2021 07:40:34"
"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO (324566)";"Médico Hospitalar";"Pequeno";"198";"138";"   0.55";"   1.09";"   1.09";"0.00";"   0.55";"   0.55";"   0.55";"0.00";"   0.55";"   0.55";"   0.56";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941)";"Médico Hospitalar";"Pequeno";"199";"139";"   0.55";"   1.08";"   1.08";"   1.08";"   2.16";"   2.71";"   3.25";"   1.64";"   1.09";"   0.55";"   0.54";"0.00";"202003";"15/01/2021 07:40:34"
"OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A (416738)";"Médico Hospitalar";"Pequeno";"200";"182";"   0.54";"0.00";"   0.50";"   1.01";"   1.54";"   1.04";"   1.58";"   1.06";"   1.07";"   0.54";"   0.53";"   1.59";"202003";"15/01/2021 07:40:34"
"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA. (304395)";"Médico Hospitalar";"Pequeno";"201";"144";"   0.53";"   1.05";"   1.58";"   1.59";"   1.59";"   0.53";"   0.53";"   0.53";"   0.53";"   0.53";"   1.08";"   2.18";"202003";"15/01/2021 07:40:34"
"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (301744)";"Médico Hospitalar";"Pequeno";"202";"178";"   0.53";"   0.53";"   0.53";"   1.06";"   0.53";"   1.05";"   0.53";"   1.05";"   0.53";"   0.53";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Pequeno";"203";"181";"   0.52";"   0.48";"0.00";"0.00";"0.00";"   0.51";"   0.52";"   0.52";"0.00";"   0.52";"   1.04";"   1.04";"202003";"15/01/2021 07:40:34"
"CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE (320820)";"Médico Hospitalar";"Pequeno";"204";"182";"   0.51";"0.00";"0.00";"0.00";"   0.52";"   0.52";"   0.52";"0.00";"0.00";"   0.51";"   0.51";"   0.51";"202003";"15/01/2021 07:40:34"
"CENTRO HOSPITALAR ATIBAIA LTDA. (350699)";"Médico Hospitalar";"Pequeno";"205";"142";"   0.51";"   1.06";"   2.09";"   2.07";"   1.54";"   0.51";"   1.02";"   1.02";"   0.51";"   0.51";"   1.01";"   2.01";"202003";"15/01/2021 07:40:34"
"AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL (368920)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.64";"   0.64";"   0.64";"0.00";"0.00";"0.00";"   0.64";"202003";"15/01/2021 07:40:34"
"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE (420816)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"ASSOCIAÇÃO SAÚDE CONCEIÇÃO (330892)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CMI - PLANOS DE ASSISTÊNCIA MÉDICA LTDA (310239)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Pequeno";"206";"137";"0.00";"   1.09";"   1.11";"   1.69";"   1.13";"   1.14";"   0.56";"0.00";"0.00";"0.00";"   0.56";"   0.56";"202003";"15/01/2021 07:40:34"
"HOSPITAL MATER DEI SA  (421626)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"   2.73";"   2.74";"   2.70";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"CLÍNICA SÃO GABRIEL S/S LTDA (415944)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"   3.01";"   3.03";"   3.03";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA. (334847)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"   2.89";"   2.91";"   2.92";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"HEALTH-MED SISTEMA DE SAUDE LTDA (421723)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"";"202003";"15/01/2021 07:40:34"
"COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
"MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753)";"Médico Hospitalar";"Pequeno";"206";"182";"0.00";"0.00";"0.00";"   4.63";"   4.73";"   9.41";"   4.68";"   4.64";"0.00";"0.00";"0.00";"0.00";"202003";"15/01/2021 07:40:34"
